unique_id,rel_x_1,rel_y_1,rel_x_2,rel_y_2,rel_x_3,rel_y_3,rel_x_4,rel_y_4,rel_x_5,rel_y_5,rel_x_6,rel_y_6,rel_x_7,rel_y_7,nn_1_dx,nn_1_dy,nn_1_dvx,nn_1_dvy,nn_1_approach,nn_2_dx,nn_2_dy,nn_2_dvx,nn_2_dvy,nn_2_approach,nn_3_dx,nn_3_dy,nn_3_dvx,nn_3_dvy,nn_3_approach,delta_x_1,delta_y_1,delta_x_2,delta_y_2,delta_x_3,delta_y_3,delta_x_4,delta_y_4,delta_x_5,delta_y_5
hotel_101,-0.01861249999999992,0.0011379999999974189,-0.01861249999999992,0.0011379999999974189,-0.0018612499999999255,0.00011379999999761026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_101,-0.01861249999999992,0.0011379999999974189,-0.0018612499999999255,0.00011379999999761026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_101,-0.0018612499999999255,0.00011379999999761026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,-0.001112599999999908,-0.020098400000000183,-0.001112599999999908,-0.020098400000000183,-0.001112599999999908,-0.020098400000000183,-0.0001112599999999464,-0.0020098399999994854,0.0,0.0,0.0,0.0,0.0,0.0,-0.008023799999999914,0.8667616999999996,-0.00011121999999996746,-0.002006879999999711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,-0.001112599999999908,-0.020098400000000183,-0.001112599999999908,-0.020098400000000183,-0.0001112599999999464,-0.0020098399999994854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008023799999999914,0.8667616999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,-0.001112599999999908,-0.020098400000000183,-0.0001112599999999464,-0.0020098399999994854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008023799999999914,0.8667616999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,-0.0001112599999999464,-0.0020098399999994854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008023799999999914,0.8667616999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008023799999999914,0.8667616999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008727450000000081,0.8657374999999998,0.016751249999999995,-0.0010241999999998086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0018612499999999255,-0.00011379999999761026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010588700000000006,0.8656237000000022,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03350763000000012,-0.0017505900000003294
hotel_104,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207,-0.00011139000000004451,-0.002010700000001364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010025100000001785,-0.01809630000000162,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207,-0.001113900000000001,-0.020107000000001207
hotel_104,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588,0.000891120000000134,0.016085600000000255,0.0010025100000001785,0.01809630000000162,0.0010025100000001785,0.01809630000000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588,-0.00011138999999982246,-0.002010699999999588
hotel_104,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843,0.001113900000000001,0.020107000000001207,0.001113900000000001,0.020107000000001207,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_104,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843,0.001113900000000001,0.020107000000001207,0.001113900000000001,0.020107000000001207,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel_104,0.0,0.0,0.0010025099999999565,0.018096299999999843,0.001113900000000001,0.020107000000001207,0.001113900000000001,0.020107000000001207,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843
hotel_104,0.0010025099999999565,0.018096299999999843,0.001113900000000001,0.020107000000001207,0.001113900000000001,0.020107000000001207,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843,-0.015662910000000085,0.020980090000001894
hotel_104,0.001113900000000001,0.020107000000001207,0.001113900000000001,0.020107000000001207,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843,-0.015662910000000085,0.020980090000001894,-0.033306610000000125,0.04005288000000107
hotel_104,0.001113900000000001,0.020107000000001207,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843,-0.015662910000000085,0.020980090000001894,-0.033306610000000125,0.04005288000000107,-0.05084482000000001,0.06114338000000075
hotel_104,0.00011138999999982246,0.002010699999999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025099999999565,0.018096299999999843,-0.015662910000000085,0.020980090000001894,-0.033306610000000125,0.04005288000000107,-0.05084482000000001,0.06114338000000075,-0.06939369000000029,0.064133420000001
hotel_104,-0.0010025099999999565,-0.018096299999999843,-0.0010025099999999565,-0.018096299999999843,-0.0010025099999999565,-0.018096299999999843,-0.0010025099999999565,-0.018096299999999843,-0.0010025099999999565,-0.018096299999999843,-0.0010025099999999565,-0.018096299999999843,-0.0010025099999999565,-0.018096299999999843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016665420000000042,0.002883790000002051,-0.03430912000000008,0.021956580000001225,-0.05184732999999997,0.043047080000000904,-0.07039620000000024,0.04603712000000115,-0.12771887000000004,-0.04182244999999973
hotel_104,0.015662910000000085,-0.020980090000001894,0.015662910000000085,-0.020980090000001894,0.015662910000000085,-0.020980090000001894,0.015662910000000085,-0.020980090000001894,0.015662910000000085,-0.020980090000001894,0.015662910000000085,-0.020980090000001894,0.016665420000000042,-0.002883790000002051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01764370000000004,0.019072789999999173,-0.03518190999999993,0.04016328999999885,-0.0537307800000002,0.0431533299999991,-0.11105345,-0.044706240000001785,-0.18353953,-0.032881180000002175
hotel_104,0.033306610000000125,-0.04005288000000107,0.033306610000000125,-0.04005288000000107,0.033306610000000125,-0.04005288000000107,0.033306610000000125,-0.04005288000000107,0.033306610000000125,-0.04005288000000107,0.03430912000000008,-0.021956580000001225,0.01764370000000004,-0.019072789999999173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017538209999999888,0.02109049999999968,-0.03608708000000016,0.024080539999999928,-0.09340974999999996,-0.06377903000000096,-0.16589582999999997,-0.05195397000000135,-0.19011409,-0.048684330000000386
hotel_104,0.05084482000000001,-0.06114338000000075,0.05084482000000001,-0.06114338000000075,0.05084482000000001,-0.06114338000000075,0.05084482000000001,-0.06114338000000075,0.05184732999999997,-0.043047080000000904,0.03518190999999993,-0.04016328999999885,0.017538209999999888,-0.02109049999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018548870000000273,0.002990040000000249,-0.07587154000000007,-0.08486953000000064,-0.14835762000000008,-0.07304447000000103,-0.17257588000000013,-0.06977483000000007,-0.19130336000000003,-0.06880806000000028
hotel_104,0.06939369000000029,-0.064133420000001,0.06939369000000029,-0.064133420000001,0.06939369000000029,-0.064133420000001,0.07039620000000024,-0.04603712000000115,0.0537307800000002,-0.0431533299999991,0.03608708000000016,-0.024080539999999928,0.018548870000000273,-0.002990040000000249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0573226699999998,-0.08785957000000089,-0.1298087499999998,-0.07603451000000128,-0.15402700999999985,-0.07276487000000031,-0.17275448999999976,-0.07179810000000053,-0.13890504999999975,-0.03717201999999986
hotel_104,0.12671636000000008,0.02372614999999989,0.12671636000000008,0.02372614999999989,0.12771887000000004,0.04182244999999973,0.11105345,0.044706240000001785,0.09340974999999996,0.06377903000000096,0.07587154000000007,0.08486953000000064,0.0573226699999998,0.08785957000000089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07248608000000001,0.01182505999999961,-0.09670434000000006,0.015094700000000572,-0.11543181999999996,0.016061470000000355,-0.08158237999999995,0.050687550000001025,-0.006260970000000032,0.12349402999999981
hotel_104,0.1992024400000001,0.01190109000000028,0.20020495000000005,0.029997390000000124,0.18353953,0.032881180000002175,0.16589582999999997,0.05195397000000135,0.14835762000000008,0.07304447000000103,0.1298087499999998,0.07603451000000128,0.07248608000000001,-0.01182505999999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024218260000000047,0.0032696400000009618,-0.042945739999999955,0.004236410000000745,-0.009096299999999946,0.038862490000001415,0.06622510999999998,0.1116689700000002,0.21923169999999992,0.002815769999999773
hotel_104,0.2244232100000001,0.026727749999999162,0.20775779000000005,0.029611540000001213,0.19011409,0.048684330000000386,0.17257588000000013,0.06977483000000007,0.15402700999999985,0.07276487000000031,0.09670434000000006,-0.015094700000000572,0.024218260000000047,-0.0032696400000009618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018727479999999908,0.0009667699999997836,0.015121960000000101,0.03559285000000045,0.09044337000000002,0.10839932999999924,0.24344995999999997,-0.0004538700000011886,0.2910802400000001,-0.05129950999999977
hotel_104,0.22648526999999996,0.02864477000000143,0.20884156999999992,0.0477175600000006,0.19130336000000003,0.06880806000000028,0.17275448999999976,0.07179810000000053,0.11543181999999996,-0.016061470000000355,0.042945739999999955,-0.004236410000000745,0.018727479999999908,-0.0009667699999997836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03384944000000001,0.03462608000000067,0.10917084999999993,0.10743255999999946,0.2621774399999999,-0.0014206400000009722,0.30980772,-0.052266279999999554,0.3093070299999998,-0.12882607000000057
hotel_104,0.1749921299999999,0.013091479999999933,0.15745392000000002,0.03418197999999961,0.13890504999999975,0.03717201999999986,0.08158237999999995,-0.050687550000001025,0.009096299999999946,-0.038862490000001415,-0.015121960000000101,-0.03559285000000045,-0.03384944000000001,-0.03462608000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07532140999999992,0.07280647999999879,0.22832799999999986,-0.03604672000000164,0.27595828,-0.08689236000000022,0.2754575899999998,-0.16345215000000124,0.24449978999999988,-0.11551872999999979
hotel_104,0.0821325100000001,-0.03862449999999917,0.06358363999999983,-0.035634459999998924,0.006260970000000032,-0.12349402999999981,-0.06622510999999998,-0.1116689700000002,-0.09044337000000002,-0.10839932999999924,-0.10917084999999993,-0.10743255999999946,-0.07532140999999992,-0.07280647999999879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15300658999999994,-0.10885320000000043,0.20063687000000008,-0.159698839999999,0.20013617999999989,-0.23625863000000003,0.16917837999999996,-0.18832520999999858,0.16478642,-0.2001997700000011
hotel_104,-0.08942295000000011,0.0732187400000015,-0.1467456199999999,-0.014640829999999383,-0.21923169999999992,-0.002815769999999773,-0.24344995999999997,0.0004538700000011886,-0.2621774399999999,0.0014206400000009722,-0.22832799999999986,0.03604672000000164,-0.15300658999999994,0.10885320000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047630280000000136,-0.05084563999999858,0.047129589999999943,-0.1274054299999996,0.01617179000000002,-0.07947200999999815,0.011779830000000047,-0.09134657000000068,-0.03965666000000012,-0.10890564999999874
hotel_104,-0.19437590000000005,0.0362048099999992,-0.26686198000000005,0.04802986999999881,-0.2910802400000001,0.05129950999999977,-0.30980772,0.052266279999999554,-0.27595828,0.08689236000000022,-0.20063687000000008,0.159698839999999,-0.047630280000000136,0.05084563999999858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005006900000001924,-0.07655979000000102,-0.03145849000000012,-0.028626369999999568,-0.03585045000000009,-0.0405009300000021,-0.08728694000000026,-0.05806001000000016,-0.009149250000000109,-0.06402897999999979
hotel_104,-0.26636128999999986,0.12458965999999982,-0.2905795499999999,0.1278593000000008,-0.3093070299999998,0.12882607000000057,-0.2754575899999998,0.16345215000000124,-0.20013617999999989,0.23625863000000003,-0.047129589999999943,0.1274054299999996,0.0005006900000001924,0.07655979000000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030957799999999924,0.04793342000000145,-0.0353497599999999,0.036058859999998916,-0.08678625000000006,0.018499780000000854,-0.008648559999999916,0.012530810000001225,0.0006670500000001134,0.01205955000000003
hotel_104,-0.25962175,0.07992587999999934,-0.2783492299999999,0.08089264999999912,-0.24449978999999988,0.11551872999999979,-0.16917837999999996,0.18832520999999858,-0.01617179000000002,0.07947200999999815,0.03145849000000012,0.028626369999999568,0.030957799999999924,-0.04793342000000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0043919599999999726,-0.011874560000002532,-0.05582845000000014,-0.029433640000000594,0.022309240000000008,-0.03540261000000022,0.03162485000000004,-0.03587387000000142,0.051373279999999966,0.017528799999999123
hotel_104,-0.2739572699999999,0.09276721000000165,-0.2401078299999999,0.12739329000000232,-0.16478642,0.2001997700000011,-0.011779830000000047,0.09134657000000068,0.03585045000000009,0.0405009300000021,0.0353497599999999,-0.036058859999998916,0.0043919599999999726,0.011874560000002532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05143649000000017,-0.017559079999998062,0.02670119999999998,-0.02352804999999769,0.03601681000000001,-0.023999309999998886,0.05576523999999994,0.029403360000001655,0.04121240000000004,0.03619460000000174
hotel_104,-0.18867133999999974,0.14495237000000039,-0.11334992999999982,0.21775884999999917,0.03965666000000012,0.10890564999999874,0.08728694000000026,0.05806001000000016,0.08678625000000006,-0.018499780000000854,0.05582845000000014,0.029433640000000594,0.05143649000000017,0.017559079999998062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07813769000000015,-0.005968969999999629,0.08745330000000018,-0.006440230000000824,0.1072017300000001,0.04696243999999972,0.0926488900000002,0.053753679999999804,0.10753521000000021,0.05299136000000004
